inspection_id,inspection_category,score,score_description
10090603,Is safeguarding effective,1,Yes
10090603,Overall effectiveness,3,Requires improvement
10090603,Leadership and management,3,Requires improvement
10090603,Apprenticeships,3,Requires improvement
10133100,Is safeguarding effective,1,Yes
10133100,Overall effectiveness,3,Requires improvement
10133100,Quality of education,3,Requires improvement
10133100,Behaviour and attitudes,2,Good
10133100,Personal development,3,Requires improvement
10133100,Leadership and management,3,Requires improvement
10133100,Apprenticeships,3,Requires improvement
10123147,Is safeguarding effective,1,Yes
10123147,Overall effectiveness,2,Good
10123147,Quality of education,2,Good
10123147,Behaviour and attitudes,2,Good
10123147,Personal development,2,Good
10123147,Leadership and management,2,Good
10123147,Apprenticeships,2,Good
10123146,Is safeguarding effective,1,Yes
10123146,Overall effectiveness,2,Good
10123146,Quality of education,2,Good
10123146,Behaviour and attitudes,2,Good
10123146,Personal development,2,Good
10123146,Leadership and management,2,Good
10123146,Apprenticeships,2,Good
10192217,Is safeguarding effective,1,Yes
10192217,Overall effectiveness,2,Good
10192217,Quality of education,2,Good
10192217,Behaviour and attitudes,2,Good
10192217,Personal development,2,Good
10192217,Leadership and management,2,Good
10192217,Apprenticeships,2,Good
10192218,Is safeguarding effective,1,Yes
10192218,Overall effectiveness,2,Good
10192218,Quality of education,2,Good
10192218,Behaviour and attitudes,2,Good
10192218,Personal development,3,Requires improvement
10192218,Leadership and management,2,Good
10192218,Apprenticeships,2,Good
10196147,Is safeguarding effective,1,Yes
10196147,Overall effectiveness,2,Good
10196147,Quality of education,2,Good
10196147,Behaviour and attitudes,2,Good
10196147,Personal development,2,Good
10196147,Leadership and management,2,Good
10196147,Apprenticeships,2,Good
10123138,Is safeguarding effective,1,Yes
10123138,Overall effectiveness,2,Good
10123138,Quality of education,2,Good
10123138,Behaviour and attitudes,2,Good
10123138,Personal development,2,Good
10123138,Leadership and management,2,Good
10123138,Apprenticeships,2,Good
10123120,Is safeguarding effective,1,Yes
10123120,Overall effectiveness,3,Requires improvement
10123120,Quality of education,3,Requires improvement
10123120,Behaviour and attitudes,3,Requires improvement
10123120,Personal development,2,Good
10123120,Leadership and management,3,Requires improvement
10123120,Apprenticeships,3,Requires improvement
10192220,Is safeguarding effective,1,Yes
10192220,Overall effectiveness,1,Outstanding
10192220,Quality of education,1,Outstanding
10192220,Behaviour and attitudes,1,Outstanding
10192220,Personal development,1,Outstanding
10192220,Leadership and management,1,Outstanding
10192220,Apprenticeships,1,Outstanding
10122731,Is safeguarding effective,1,Yes
10122731,Overall effectiveness,4,Inadequate
10122731,Quality of education,4,Inadequate
10122731,Behaviour and attitudes,3,Requires improvement
10122731,Personal development,4,Inadequate
10122731,Leadership and management,4,Inadequate
10122731,Apprenticeships,4,Inadequate
10138777,Is safeguarding effective,1,Yes
10138777,Overall effectiveness,2,Good
10138777,Quality of education,2,Good
10138777,Behaviour and attitudes,2,Good
10138777,Personal development,2,Good
10138777,Leadership and management,2,Good
10138777,Apprenticeships,2,Good
10109507,Is safeguarding effective,1,Yes
10109507,Overall effectiveness,2,Good
10109507,Quality of education,2,Good
10109507,Behaviour and attitudes,1,Outstanding
10109507,Personal development,2,Good
10109507,Leadership and management,2,Good
10109507,Apprenticeships,2,Good
10078249,Is safeguarding effective,1,Yes
10078249,Overall effectiveness,2,Good
10078249,Leadership and management,2,Good
10078249,Apprenticeships,2,Good
10196177,Is safeguarding effective,1,Yes
10196177,Overall effectiveness,2,Good
10196177,Quality of education,2,Good
10196177,Behaviour and attitudes,2,Good
10196177,Personal development,2,Good
10196177,Leadership and management,2,Good
10196177,Apprenticeships,2,Good
10192224,Is safeguarding effective,1,Yes
10192224,Overall effectiveness,2,Good
10192224,Quality of education,2,Good
10192224,Behaviour and attitudes,2,Good
10192224,Personal development,2,Good
10192224,Leadership and management,2,Good
10192224,Apprenticeships,2,Good
10166304,Is safeguarding effective,1,Yes
10166304,Overall effectiveness,3,Requires improvement
10166304,Quality of education,3,Requires improvement
10166304,Behaviour and attitudes,2,Good
10166304,Personal development,2,Good
10166304,Leadership and management,3,Requires improvement
10166304,Apprenticeships,3,Requires improvement
10123128,Is safeguarding effective,1,Yes
10123128,Overall effectiveness,3,Requires improvement
10123128,Quality of education,3,Requires improvement
10123128,Behaviour and attitudes,3,Requires improvement
10123128,Personal development,3,Requires improvement
10123128,Leadership and management,3,Requires improvement
10123128,Apprenticeships,3,Requires improvement
10078842,Is safeguarding effective,1,Yes
10078842,Overall effectiveness,3,Requires improvement
10078842,Leadership and management,3,Requires improvement
10078842,Apprenticeships,3,Requires improvement
10109534,Is safeguarding effective,1,Yes
10109534,Overall effectiveness,3,Requires improvement
10109534,Quality of education,3,Requires improvement
10109534,Behaviour and attitudes,3,Requires improvement
10109534,Personal development,3,Requires improvement
10109534,Leadership and management,3,Requires improvement
10109534,Apprenticeships,3,Requires improvement
10090606,Is safeguarding effective,1,Yes
10090606,Overall effectiveness,2,Good
10090606,Leadership and management,2,Good
10090606,Apprenticeships,2,Good
10090608,Is safeguarding effective,1,Yes
10090608,Overall effectiveness,3,Requires improvement
10090608,Leadership and management,3,Requires improvement
10090608,Apprenticeships,3,Requires improvement
10167056,Is safeguarding effective,1,Yes
10167056,Overall effectiveness,2,Good
10167056,Quality of education,2,Good
10167056,Behaviour and attitudes,2,Good
10167056,Personal development,2,Good
10167056,Leadership and management,2,Good
10167056,Apprenticeships,2,Good
10118712,Is safeguarding effective,1,Yes
10118712,Overall effectiveness,2,Good
10118712,Quality of education,2,Good
10118712,Behaviour and attitudes,2,Good
10118712,Personal development,2,Good
10118712,Leadership and management,2,Good
10118712,Apprenticeships,2,Good
10123157,Is safeguarding effective,1,Yes
10123157,Overall effectiveness,2,Good
10123157,Quality of education,2,Good
10123157,Behaviour and attitudes,2,Good
10123157,Personal development,2,Good
10123157,Leadership and management,2,Good
10123157,Apprenticeships,2,Good
10123158,Is safeguarding effective,1,Yes
10123158,Overall effectiveness,3,Requires improvement
10123158,Quality of education,3,Requires improvement
10123158,Behaviour and attitudes,3,Requires improvement
10123158,Personal development,3,Requires improvement
10123158,Leadership and management,3,Requires improvement
10123158,Apprenticeships,3,Requires improvement
10124550,Is safeguarding effective,1,Yes
10124550,Overall effectiveness,3,Requires improvement
10124550,Quality of education,3,Requires improvement
10124550,Behaviour and attitudes,3,Requires improvement
10124550,Personal development,2,Good
10124550,Leadership and management,3,Requires improvement
10124550,Apprenticeships,3,Requires improvement
10166256,Is safeguarding effective,1,Yes
10166256,Overall effectiveness,3,Requires improvement
10166256,Quality of education,3,Requires improvement
10166256,Behaviour and attitudes,2,Good
10166256,Personal development,3,Requires improvement
10166256,Leadership and management,3,Requires improvement
10166256,Apprenticeships,3,Requires improvement
10118694,Is safeguarding effective,1,Yes
10118694,Overall effectiveness,3,Requires improvement
10118694,Leadership and management,3,Requires improvement
10118694,Apprenticeships,3,Requires improvement
10109504,Is safeguarding effective,1,Yes
10109504,Overall effectiveness,3,Requires improvement
10109504,Quality of education,3,Requires improvement
10109504,Behaviour and attitudes,2,Good
10109504,Personal development,2,Good
10109504,Leadership and management,3,Requires improvement
10109504,Apprenticeships,3,Requires improvement
10196205,Is safeguarding effective,1,Yes
10196205,Overall effectiveness,2,Good
10196205,Quality of education,2,Good
10196205,Behaviour and attitudes,1,Outstanding
10196205,Personal development,2,Good
10196205,Leadership and management,2,Good
10196205,Apprenticeships,2,Good
10123122,Is safeguarding effective,1,Yes
10123122,Overall effectiveness,4,Inadequate
10123122,Quality of education,4,Inadequate
10123122,Behaviour and attitudes,3,Requires improvement
10123122,Personal development,3,Requires improvement
10123122,Leadership and management,4,Inadequate
10123122,Apprenticeships,4,Inadequate
10103124,Is safeguarding effective,1,Yes
10103124,Overall effectiveness,3,Requires improvement
10103124,Leadership and management,3,Requires improvement
10103124,Apprenticeships,3,Requires improvement
10196174,Is safeguarding effective,1,Yes
10196174,Overall effectiveness,2,Good
10196174,Quality of education,2,Good
10196174,Behaviour and attitudes,2,Good
10196174,Personal development,3,Requires improvement
10196174,Leadership and management,2,Good
10192235,Is safeguarding effective,1,Yes
10192235,Overall effectiveness,2,Good
10192235,Quality of education,2,Good
10192235,Behaviour and attitudes,2,Good
10192235,Personal development,2,Good
10192235,Leadership and management,2,Good
10192235,Apprenticeships,2,Good
10123133,Is safeguarding effective,1,Yes
10123133,Overall effectiveness,3,Requires improvement
10123133,Quality of education,3,Requires improvement
10123133,Behaviour and attitudes,2,Good
10123133,Personal development,3,Requires improvement
10123133,Leadership and management,3,Requires improvement
10123133,Apprenticeships,3,Requires improvement
10192238,Is safeguarding effective,1,Yes
10192238,Overall effectiveness,2,Good
10192238,Quality of education,2,Good
10192238,Behaviour and attitudes,2,Good
10192238,Personal development,2,Good
10192238,Leadership and management,2,Good
10192238,Apprenticeships,2,Good
10196081,Is safeguarding effective,1,Yes
10196081,Overall effectiveness,2,Good
10196081,Quality of education,2,Good
10196081,Behaviour and attitudes,2,Good
10196081,Personal development,3,Requires improvement
10196081,Leadership and management,2,Good
10196081,Apprenticeships,2,Good
10109536,Is safeguarding effective,1,Yes
10109536,Overall effectiveness,4,Inadequate
10109536,Quality of education,4,Inadequate
10109536,Behaviour and attitudes,4,Inadequate
10109536,Personal development,3,Requires improvement
10109536,Leadership and management,4,Inadequate
10109536,Apprenticeships,4,Inadequate
10196188,Is safeguarding effective,1,Yes
10196188,Overall effectiveness,4,Inadequate
10196188,Quality of education,4,Inadequate
10196188,Behaviour and attitudes,3,Requires improvement
10196188,Personal development,4,Inadequate
10196188,Leadership and management,4,Inadequate
10196188,Apprenticeships,4,Inadequate
10166340,Is safeguarding effective,1,Yes
10166340,Overall effectiveness,2,Good
10166340,Quality of education,2,Good
10166340,Behaviour and attitudes,2,Good
10166340,Personal development,2,Good
10166340,Leadership and management,2,Good
10166340,Apprenticeships,2,Good
10123126,Is safeguarding effective,1,Yes
10123126,Overall effectiveness,4,Inadequate
10123126,Quality of education,3,Requires improvement
10123126,Behaviour and attitudes,2,Good
10123126,Personal development,3,Requires improvement
10123126,Leadership and management,4,Inadequate
10123126,Apprenticeships,3,Requires improvement
10192239,Is safeguarding effective,1,Yes
10192239,Overall effectiveness,2,Good
10192239,Quality of education,2,Good
10192239,Behaviour and attitudes,2,Good
10192239,Personal development,2,Good
10192239,Leadership and management,2,Good
10192239,Apprenticeships,2,Good
10167055,Is safeguarding effective,1,Yes
10167055,Overall effectiveness,2,Good
10167055,Quality of education,2,Good
10167055,Behaviour and attitudes,2,Good
10167055,Personal development,2,Good
10167055,Leadership and management,2,Good
10167055,Apprenticeships,2,Good
10109530,Is safeguarding effective,1,Yes
10109530,Overall effectiveness,3,Requires improvement
10109530,Quality of education,3,Requires improvement
10109530,Behaviour and attitudes,3,Requires improvement
10109530,Personal development,3,Requires improvement
10109530,Leadership and management,3,Requires improvement
10109530,Apprenticeships,3,Requires improvement
10123123,Is safeguarding effective,1,Yes
10123123,Overall effectiveness,2,Good
10123123,Quality of education,2,Good
10123123,Behaviour and attitudes,2,Good
10123123,Personal development,2,Good
10123123,Leadership and management,2,Good
10123123,Apprenticeships,2,Good
10195714,Is safeguarding effective,1,Yes
10195714,Overall effectiveness,4,Inadequate
10195714,Quality of education,4,Inadequate
10195714,Behaviour and attitudes,3,Requires improvement
10195714,Personal development,4,Inadequate
10195714,Leadership and management,4,Inadequate
10195714,Apprenticeships,4,Inadequate
10196181,Is safeguarding effective,1,Yes
10196181,Overall effectiveness,3,Requires improvement
10196181,Quality of education,3,Requires improvement
10196181,Behaviour and attitudes,2,Good
10196181,Personal development,3,Requires improvement
10196181,Leadership and management,3,Requires improvement
10196181,Apprenticeships,3,Requires improvement
10109512,Is safeguarding effective,1,Yes
10109512,Overall effectiveness,2,Good
10109512,Quality of education,2,Good
10109512,Behaviour and attitudes,2,Good
10109512,Personal development,2,Good
10109512,Leadership and management,2,Good
10109512,Apprenticeships,2,Good
